player_id,player_name,e_player_name,nickname,join_yyyy,position,back_no,nation,birth_date,solar,height,weight,team_id
'2009175', '우르모브', NULL, NULL, '2009', 'DF', 4, '유고', '1987-08-30'::date, 1, 180, 70, 'K06'
'2007188', '윤희준', NULL, NULL, '2005', 'DF', 15, NULL, '1982-11-01'::date, 1, 180, 74, 'K06'
'2012073', '김규호', NULL, NULL, '2011', 'DF', 23, NULL, '1989-07-13'::date, 1, 177, 72, 'K06'
'2007178', '김민성', NULL, NULL, NULL, 'DF', 20, NULL, '1983-06-23'::date, 1, 182, 73, 'K06'
'2007191', '김장관', NULL, '배추도사,작은삼손', '2007', 'DF', 18, NULL, '1984-06-05'::date, 2, 170, 61, 'K06'
'2008384', '김정효', NULL, '깜둥이,통키통', '2008', 'DF', 19, NULL, '1985-07-23'::date, 2, 174, 68, 'K06'
'2008395', '장대일', NULL, '달구', '2010', 'DF', 7, NULL, '1985-03-09'::date, 2, 184, 79, 'K06'
'2011050', '박상수', NULL, '꼬마홍길동', '2011', 'DF', 36, NULL, '1988-06-14'::date, 1, 173, 65, 'K06'
'2007189', '정재영', NULL, '제리', '2006', 'MF', 6, NULL, '1983-09-02'::date, 2, 187, 75, 'K06'
'2011049', '정태민', NULL, '킹카', '2011', 'MF', 38, NULL, '1992-05-25'::date, 1, 180, 71, 'K06'
'2010107', '정현우', NULL, NULL, '2010', 'MF', 37, NULL, '1991-06-04'::date, 1, 178, 70, 'K06'
'2011043', '송종국', NULL, '썰렁왕자', '2011', 'MF', 24, NULL, '1989-02-20'::date, 1, 177, 73, 'K06'
'2011044', '오정석', NULL, '서경석', '2011', 'MF', 13, NULL, '1988-09-08'::date, 1, 178, 74, 'K06'
'2012137', '이고르', '이골 실바 데 페리이따스', '이골', '2012', 'MF', 21, '브라질', '1989-10-25'::date, 1, 181, 76, 'K06'
'2007200', '김용하', NULL, '용식이', '2007', 'MF', 26, NULL, '1983-12-15'::date, 2, 173, 66, 'K06'
'2012072', '전상배', NULL, NULL, '2012', 'MF', 14, NULL, '1989-03-22'::date, 1, 176, 67, 'K06'
'2009038', '전우근', NULL, '에너자이져', '2009', 'MF', 11, NULL, '1987-02-25'::date, 2, 175, 68, 'K06'
'2008365', '이태성', NULL, NULL, '2011', 'MF', 30, NULL, '1987-06-16'::date, 1, 177, 64, 'K06'
'2011047', '황철민', NULL, '사다리맨', '2011', 'MF', 35, NULL, '1988-11-20'::date, 1, 175, 68, 'K06'
'2008235', '정관규', NULL, NULL, NULL, 'FW', 39, NULL, '1986-10-10'::date, 1, 178, 71, 'K06'
'2011048', '정기종', NULL, NULL, '2011', 'FW', 25, NULL, '1985-05-22'::date, 1, 182, 78, 'K06'
'2012074', '정창오', NULL, '임땡', '2012', 'FW', 27, NULL, '1988-01-10'::date, 1, 186, 82, 'K06'
